PRODUTO,COR_PRODUTO,FILIAL,velocidade_prevista,n_similares,sim_media,metodo,LEADTIME,horizonte_dias,demanda_prevista,demanda_arredondada
5.21045,10054,FABULA SHOP LEBLON CM,0.098361,15,1.0,fallback_categoria,4,18,1.7704980000000001,2
5.21045,10054,FABULA RDB CM,0.008197,15,1.0,knn_enriquecido,4,18,0.14754599999999998,0
5.21045,10054,FABULA BARRA SHOPPING,0.086713,15,1.0,knn_enriquecido,4,18,1.560834,2
5.21045,10054,FABULA ELDORADO CM,0.057377,15,1.0,fallback_categoria,6,20,1.14754,1
5.21045,10054,FABULA RIO SUL CM,0.090164,15,1.0,fallback_categoria,4,18,1.622952,2
5.21045,10054,FABULA BARRA SALVADOR CM,0.114754,15,1.0,fallback_categoria,16,30,3.44262,3
5.21045,10054,FABULA HARMONIA SP CM,0.016393,15,1.0,knn_enriquecido,6,20,0.32786000000000004,0
5.21045,10054,FABULA PLAZA SHOP CM,0.008197,15,1.0,knn_enriquecido,4,18,0.14754599999999998,0
5.21045,10054,FABULA SHOP VITORIA CM,0.081967,15,1.0,fallback_categoria,11,25,2.049175,2
5.21045,10054,FABULA CENTRO CM,0.008197,15,1.0,knn_enriquecido,4,18,0.14754599999999998,0
5.20743,55213,FABULA SHOP LEBLON CM,0.098361,15,1.0,fallback_categoria,4,18,1.7704980000000001,2
5.20743,55213,FABULA RDB CM,0.07377,15,1.0,fallback_categoria,4,18,1.32786,1
5.20743,55213,FABULA BARRA SHOPPING,0.089617,15,1.0,knn_enriquecido,4,18,1.6131060000000002,2
5.20743,55213,FABULA ELDORADO CM,0.057377,15,1.0,fallback_categoria,6,20,1.14754,1
5.20743,55213,FABULA RIO SUL CM,0.090164,15,1.0,fallback_categoria,4,18,1.622952,2
5.20743,55213,FABULA BARRA SALVADOR CM,0.114754,15,1.0,fallback_categoria,16,30,3.44262,3
5.20743,55213,FABULA HARMONIA SP CM,0.016393,15,1.0,knn_enriquecido,6,20,0.32786000000000004,0
5.20743,55213,FABULA PLAZA SHOP CM,0.002732,15,1.0,knn_enriquecido,4,18,0.049176,0
5.20743,55213,FABULA SHOP VITORIA CM,0.081967,15,1.0,fallback_categoria,11,25,2.049175,2
5.20743,55213,FABULA CENTRO CM,0.016393,15,1.0,knn_enriquecido,4,18,0.295074,0
5.20738,55216,FABULA SHOP LEBLON CM,0.016393,15,1.0,knn_enriquecido,4,18,0.295074,0
5.20738,55216,FABULA RDB CM,0.065574,15,1.0,fallback_categoria,4,18,1.180332,1
5.20738,55216,FABULA BARRA SHOPPING,0.075527,15,1.0,knn_enriquecido,4,18,1.359486,1
5.20738,55216,FABULA ELDORADO CM,0.040984,15,1.0,fallback_categoria,6,20,0.81968,1
5.20738,55216,FABULA RIO SUL CM,0.057377,15,1.0,fallback_categoria,4,18,1.032786,1
5.20738,55216,FABULA BARRA SALVADOR CM,0.081967,15,1.0,fallback_categoria,16,30,2.45901,2
5.20738,55216,FABULA HARMONIA SP CM,0.010929,15,1.0,knn_enriquecido,6,20,0.21858,0
5.20738,55216,FABULA PLAZA SHOP CM,0.040984,15,1.0,fallback_categoria,4,18,0.737712,1
5.20738,55216,FABULA SHOP VITORIA CM,0.07377,15,1.0,fallback_categoria,11,25,1.8442500000000002,2
5.20738,55216,FABULA CENTRO CM,0.010929,15,1.0,knn_enriquecido,4,18,0.19672199999999998,0
5.20745,55215,FABULA SHOP LEBLON CM,0.098361,15,0.92,fallback_categoria,4,18,1.7704980000000001,2
5.20745,55215,FABULA RDB CM,0.07377,15,0.92,fallback_categoria,4,18,1.32786,1
5.20745,55215,FABULA BARRA SHOPPING,0.089617,15,0.92,knn_enriquecido,4,18,1.6131060000000002,2
5.20745,55215,FABULA ELDORADO CM,0.057377,15,0.92,fallback_categoria,6,20,1.14754,1
