PRODUTO,COR_PRODUTO,FILIAL,velocidade_prevista,n_similares,sim_media,metodo,LEADTIME,horizonte_dias,demanda_prevista,demanda_arredondada
5.20742,55221,FABULA PLAZA SHOP CM,0.001558,15,1.0,knn_enriquecido,4,18,0.031156884,0
5.20742,55221,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20742,55221,FABULA CENTRO CM,0.009346,15,1.0,knn_enriquecido,4,18,0.186901308,0
5.20752,55221,FABULA SHOP LEBLON CM,0.009346,15,1.0,knn_enriquecido,4,18,0.186901308,0
5.20752,55221,FABULA RDB CM,0.038835,15,1.0,fallback_categoria,4,18,0.77662233,1
5.20752,55221,FABULA BARRA SHOPPING,0.053881,15,1.0,knn_enriquecido,4,18,1.077512238,1
5.20752,55221,FABULA ELDORADO CM,0.024272,15,1.0,fallback_categoria,6,20,0.53932384,1
5.20752,55221,FABULA RIO SUL CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20752,55221,FABULA BARRA SALVADOR CM,0.048544,15,1.0,fallback_categoria,16,30,1.6179715199999998,2
5.20752,55221,FABULA HARMONIA SP CM,0.00858,15,1.0,knn_enriquecido,6,20,0.19064760000000003,0
5.20752,55221,FABULA PLAZA SHOP CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20752,55221,FABULA SHOP VITORIA CM,0.043689,15,1.0,fallback_categoria,11,25,1.213461975,1
5.20752,55221,FABULA CENTRO CM,0.010929,15,1.0,knn_enriquecido,4,18,0.21855814199999998,0
5.20907,55261,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.20907,55261,FABULA RDB CM,0.043689,15,1.0,fallback_categoria,4,18,0.8736926219999999,1
5.20907,55261,FABULA BARRA SHOPPING,0.06612,15,1.0,knn_enriquecido,4,18,1.32226776,1
5.20907,55261,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.20907,55261,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.20907,55261,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.20907,55261,FABULA HARMONIA SP CM,0.029126,15,1.0,fallback_categoria,6,20,0.6471797199999999,1
5.20907,55261,FABULA PLAZA SHOP CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20907,55261,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20907,55261,FABULA CENTRO CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20908,55260,FABULA SHOP LEBLON CM,0.058252,15,0.92,fallback_categoria,4,18,1.164923496,1
5.20908,55260,FABULA RDB CM,0.043689,15,0.92,fallback_categoria,4,18,0.8736926219999999,1
5.20908,55260,FABULA BARRA SHOPPING,0.06612,15,0.92,knn_enriquecido,4,18,1.32226776,1
5.20908,55260,FABULA ELDORADO CM,0.033981,15,0.92,fallback_categoria,6,20,0.7550578199999999,1
5.20908,55260,FABULA RIO SUL CM,0.053398,15,0.92,fallback_categoria,4,18,1.067853204,1
5.20908,55260,FABULA BARRA SALVADOR CM,0.067961,15,0.92,fallback_categoria,16,30,2.26514013,2
5.20908,55260,FABULA HARMONIA SP CM,0.029126,15,0.92,fallback_categoria,6,20,0.6471797199999999,1
5.20908,55260,FABULA PLAZA SHOP CM,0.033981,15,0.92,fallback_categoria,4,18,0.6795520379999999,1
5.20908,55260,FABULA SHOP VITORIA CM,0.048544,15,0.92,fallback_categoria,11,25,1.3483096,1
5.20908,55260,FABULA CENTRO CM,0.024272,15,0.92,fallback_categoria,4,18,0.48539145599999994,1
5.20926,55257,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.20926,55257,FABULA RDB CM,0.043689,15,1.0,fallback_categoria,4,18,0.8736926219999999,1
5.20926,55257,FABULA BARRA SHOPPING,0.06612,15,1.0,knn_enriquecido,4,18,1.32226776,1
5.20926,55257,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.20926,55257,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.20926,55257,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.20926,55257,FABULA HARMONIA SP CM,0.029126,15,1.0,fallback_categoria,6,20,0.6471797199999999,1
5.20926,55257,FABULA PLAZA SHOP CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20926,55257,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20926,55257,FABULA CENTRO CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20927,55258,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.20927,55258,FABULA RDB CM,0.043689,15,1.0,fallback_categoria,4,18,0.8736926219999999,1
5.20927,55258,FABULA BARRA SHOPPING,0.06612,15,1.0,knn_enriquecido,4,18,1.32226776,1
5.20927,55258,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.20927,55258,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.20927,55258,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.20927,55258,FABULA HARMONIA SP CM,0.029126,15,1.0,fallback_categoria,6,20,0.6471797199999999,1
5.20927,55258,FABULA PLAZA SHOP CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20927,55258,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20927,55258,FABULA CENTRO CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.2093,55261,FABULA SHOP LEBLON CM,0.043689,15,0.15,fallback_categoria,4,18,0.8736926219999999,1
5.2093,55261,FABULA RDB CM,0.038835,15,0.15,fallback_categoria,4,18,0.77662233,1
5.2093,55261,FABULA BARRA SHOPPING,0.054098,15,0.15,knn_enriquecido,4,18,1.081851804,1
5.2093,55261,FABULA ELDORADO CM,0.029126,15,0.15,fallback_categoria,6,20,0.6471797199999999,1
5.2093,55261,FABULA RIO SUL CM,0.038835,15,0.15,fallback_categoria,4,18,0.77662233,1
5.2093,55261,FABULA BARRA SALVADOR CM,0.038835,15,0.15,fallback_categoria,16,30,1.2943705500000002,1
5.2093,55261,FABULA HARMONIA SP CM,0.024272,15,0.15,fallback_categoria,6,20,0.53932384,1
5.2093,55261,FABULA PLAZA SHOP CM,0.029126,15,0.15,fallback_categoria,4,18,0.582461748,1
5.2093,55261,FABULA SHOP VITORIA CM,0.033981,15,0.15,fallback_categoria,11,25,0.9438222749999999,1
5.2093,55261,FABULA CENTRO CM,0.014563,15,0.15,fallback_categoria,4,18,0.291230874,0
5.20931,56448,FABULA SHOP LEBLON CM,0.066019,15,0.613,knn_enriquecido,4,18,1.320247962,1
5.20931,56448,FABULA RDB CM,0.029126,15,0.613,knn_enriquecido,4,18,0.582461748,1
5.20931,56448,FABULA BARRA SHOPPING,0.050442,15,0.613,knn_enriquecido,4,18,1.0087391159999999,1
5.20931,56448,FABULA ELDORADO CM,0.032039,15,0.613,knn_enriquecido,6,20,0.7119065799999998,1
5.20931,56448,FABULA RIO SUL CM,0.037864,15,0.613,knn_enriquecido,4,18,0.7572042720000001,1
5.20931,56448,FABULA BARRA SALVADOR CM,0.024272,15,0.613,knn_enriquecido,16,30,0.8089857599999999,1
5.20931,56448,FABULA HARMONIA SP CM,0.025011,15,0.613,knn_enriquecido,6,20,0.55574442,1
5.20931,56448,FABULA PLAZA SHOP CM,0.020388,15,0.613,knn_enriquecido,4,18,0.407719224,1
5.20931,56448,FABULA SHOP VITORIA CM,0.015777,15,0.613,knn_enriquecido,11,25,0.438206175,1
5.20931,56448,FABULA CENTRO CM,0.014868,15,0.613,knn_enriquecido,4,18,0.29733026399999996,0
5.20944,55266,FABULA SHOP LEBLON CM,0.066019,15,0.763,knn_enriquecido,4,18,1.320247962,1
5.20944,55266,FABULA RDB CM,0.029126,15,0.763,knn_enriquecido,4,18,0.582461748,1
5.20944,55266,FABULA BARRA SHOPPING,0.042652,15,0.763,knn_enriquecido,4,18,0.8529546960000001,1
5.20944,55266,FABULA ELDORADO CM,0.032039,15,0.763,knn_enriquecido,6,20,0.7119065799999998,1
5.20944,55266,FABULA RIO SUL CM,0.037864,15,0.763,knn_enriquecido,4,18,0.7572042720000001,1
5.20944,55266,FABULA BARRA SALVADOR CM,0.024272,15,0.763,knn_enriquecido,16,30,0.8089857599999999,1
5.20944,55266,FABULA HARMONIA SP CM,0.026804,15,0.763,knn_enriquecido,6,20,0.59558488,1
5.20944,55266,FABULA PLAZA SHOP CM,0.020388,15,0.763,knn_enriquecido,4,18,0.407719224,1
5.20944,55266,FABULA SHOP VITORIA CM,0.014893,15,0.763,knn_enriquecido,11,25,0.41365307500000004,1
5.20944,55266,FABULA CENTRO CM,0.014868,15,0.763,knn_enriquecido,4,18,0.29733026399999996,0
5.20948,55266,FABULA SHOP LEBLON CM,0.061489,15,0.66,knn_enriquecido,4,18,1.229657022,1
5.20948,55266,FABULA RDB CM,0.056634,15,0.66,knn_enriquecido,4,18,1.132566732,1
5.20948,55266,FABULA BARRA SHOPPING,0.055283,15,0.66,knn_enriquecido,4,18,1.1055494339999998,1
5.20948,55266,FABULA ELDORADO CM,0.040453,15,0.66,knn_enriquecido,6,20,0.8988656600000001,1
5.20948,55266,FABULA RIO SUL CM,0.055016,15,0.66,knn_enriquecido,4,18,1.1002099680000001,1
5.20948,55266,FABULA BARRA SALVADOR CM,0.042071,15,0.66,knn_enriquecido,16,30,1.40222643,1
5.20948,55266,FABULA HARMONIA SP CM,0.033981,15,0.66,knn_enriquecido,6,20,0.7550578199999999,1
5.20948,55266,FABULA PLAZA SHOP CM,0.038835,15,0.66,knn_enriquecido,4,18,0.77662233,1
5.20948,55266,FABULA SHOP VITORIA CM,0.033981,15,0.66,knn_enriquecido,11,25,0.9438222749999999,1
5.20948,55266,FABULA CENTRO CM,0.01699,15,0.66,knn_enriquecido,4,18,0.33976602000000006,1
5.20951,55260,FABULA SHOP LEBLON CM,0.038109,15,0.77,fallback_categoria,4,18,0.762103782,1
5.20951,55260,FABULA RDB CM,0.038835,15,0.77,fallback_categoria,4,18,0.77662233,1
5.20951,55260,FABULA BARRA SHOPPING,0.047541,15,0.77,knn_enriquecido,4,18,0.950724918,1
5.20951,55260,FABULA ELDORADO CM,0.024272,15,0.77,fallback_categoria,6,20,0.53932384,1
5.20951,55260,FABULA RIO SUL CM,0.033981,15,0.77,fallback_categoria,4,18,0.6795520379999999,1
5.20951,55260,FABULA BARRA SALVADOR CM,0.048544,15,0.77,fallback_categoria,16,30,1.6179715199999998,2
5.20951,55260,FABULA HARMONIA SP CM,0.019417,15,0.77,fallback_categoria,6,20,0.43144574,1
5.20951,55260,FABULA PLAZA SHOP CM,0.024272,15,0.77,fallback_categoria,4,18,0.48539145599999994,1
5.20951,55260,FABULA SHOP VITORIA CM,0.043689,15,0.77,fallback_categoria,11,25,1.213461975,1
5.20951,55260,FABULA CENTRO CM,0.014563,15,0.77,fallback_categoria,4,18,0.291230874,0
5.20958,55257,FABULA SHOP LEBLON CM,0.038109,15,0.85,fallback_categoria,4,18,0.762103782,1
5.20958,55257,FABULA RDB CM,0.038835,15,0.85,fallback_categoria,4,18,0.77662233,1
5.20958,55257,FABULA BARRA SHOPPING,0.047541,15,0.85,knn_enriquecido,4,18,0.950724918,1
5.20958,55257,FABULA ELDORADO CM,0.024272,15,0.85,fallback_categoria,6,20,0.53932384,1
5.20958,55257,FABULA RIO SUL CM,0.033981,15,0.85,fallback_categoria,4,18,0.6795520379999999,1
5.20958,55257,FABULA BARRA SALVADOR CM,0.048544,15,0.85,fallback_categoria,16,30,1.6179715199999998,2
5.20958,55257,FABULA HARMONIA SP CM,0.019417,15,0.85,fallback_categoria,6,20,0.43144574,1
5.20958,55257,FABULA PLAZA SHOP CM,0.024272,15,0.85,fallback_categoria,4,18,0.48539145599999994,1
5.20958,55257,FABULA SHOP VITORIA CM,0.043689,15,0.85,fallback_categoria,11,25,1.213461975,1
5.20958,55257,FABULA CENTRO CM,0.014563,15,0.85,fallback_categoria,4,18,0.291230874,0
5.20964,55259,FABULA SHOP LEBLON CM,0.048544,15,0.85,fallback_categoria,4,18,0.9707829119999999,1
5.20964,55259,FABULA RDB CM,0.038835,15,0.85,fallback_categoria,4,18,0.77662233,1
5.20964,55259,FABULA BARRA SHOPPING,0.066667,15,0.85,knn_enriquecido,4,18,1.3332066660000002,1
5.20964,55259,FABULA ELDORADO CM,0.043689,15,0.85,fallback_categoria,6,20,0.97076958,1
5.20964,55259,FABULA RIO SUL CM,0.029126,15,0.85,fallback_categoria,4,18,0.582461748,1
5.20964,55259,FABULA BARRA SALVADOR CM,0.038835,15,0.85,fallback_categoria,16,30,1.2943705500000002,1
5.20964,55259,FABULA HARMONIA SP CM,0.018692,15,0.85,fallback_categoria,6,20,0.41533624,1
5.20964,55259,FABULA PLAZA SHOP CM,0.024272,15,0.85,fallback_categoria,4,18,0.48539145599999994,1
5.20964,55259,FABULA SHOP VITORIA CM,0.029126,15,0.85,fallback_categoria,11,25,0.8089746499999999,1
5.20964,55259,FABULA CENTRO CM,0.009709,15,0.85,fallback_categoria,4,18,0.194160582,0
5.20749,55222,FABULA SHOP LEBLON CM,0.009346,15,1.0,knn_enriquecido,4,18,0.186901308,0
5.20749,55222,FABULA RDB CM,0.038835,15,1.0,fallback_categoria,4,18,0.77662233,1
5.20749,55222,FABULA BARRA SHOPPING,0.053881,15,1.0,knn_enriquecido,4,18,1.077512238,1
5.20749,55222,FABULA ELDORADO CM,0.024272,15,1.0,fallback_categoria,6,20,0.53932384,1
5.20749,55222,FABULA RIO SUL CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20749,55222,FABULA BARRA SALVADOR CM,0.048544,15,1.0,fallback_categoria,16,30,1.6179715199999998,2
5.20749,55222,FABULA HARMONIA SP CM,0.00858,15,1.0,knn_enriquecido,6,20,0.19064760000000003,0
5.20749,55222,FABULA PLAZA SHOP CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20749,55222,FABULA SHOP VITORIA CM,0.043689,15,1.0,fallback_categoria,11,25,1.213461975,1
5.20749,55222,FABULA CENTRO CM,0.010929,15,1.0,knn_enriquecido,4,18,0.21855814199999998,0
5.20917,55259,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.20917,55259,FABULA RDB CM,0.043689,15,1.0,fallback_categoria,4,18,0.8736926219999999,1
5.20917,55259,FABULA BARRA SHOPPING,0.06612,15,1.0,knn_enriquecido,4,18,1.32226776,1
5.20917,55259,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.20917,55259,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.20917,55259,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.20917,55259,FABULA HARMONIA SP CM,0.029126,15,1.0,fallback_categoria,6,20,0.6471797199999999,1
5.20917,55259,FABULA PLAZA SHOP CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20917,55259,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20917,55259,FABULA CENTRO CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20918,55259,FABULA SHOP LEBLON CM,0.053398,15,0.85,fallback_categoria,4,18,1.067853204,1
5.20918,55259,FABULA RDB CM,0.008197,15,0.85,knn_enriquecido,4,18,0.16392360599999997,0
5.20918,55259,FABULA BARRA SHOPPING,0.096721,15,0.85,knn_enriquecido,4,18,1.9342265580000002,2
5.20918,55259,FABULA ELDORADO CM,0.029126,15,0.85,fallback_categoria,6,20,0.6471797199999999,1
5.20918,55259,FABULA RIO SUL CM,0.008197,15,0.85,knn_enriquecido,4,18,0.16392360599999997,0
5.20918,55259,FABULA BARRA SALVADOR CM,0.019417,15,0.85,fallback_categoria,16,30,0.6471686099999999,1
5.20918,55259,FABULA HARMONIA SP CM,0.106557,15,0.85,knn_enriquecido,6,20,2.36769654,2
5.20918,55259,FABULA PLAZA SHOP CM,0.028037,15,0.85,fallback_categoria,4,18,0.5606839259999999,1
5.20918,55259,FABULA SHOP VITORIA CM,0.029126,15,0.85,fallback_categoria,11,25,0.8089746499999999,1
5.20918,55259,FABULA CENTRO CM,0.030055,15,0.85,knn_enriquecido,4,18,0.6010398899999999,1
5.20919,55257,FABULA SHOP LEBLON CM,0.053398,15,0.85,fallback_categoria,4,18,1.067853204,1
5.20919,55257,FABULA RDB CM,0.008197,15,0.85,knn_enriquecido,4,18,0.16392360599999997,0
5.20919,55257,FABULA BARRA SHOPPING,0.096721,15,0.85,knn_enriquecido,4,18,1.9342265580000002,2
5.20919,55257,FABULA ELDORADO CM,0.029126,15,0.85,fallback_categoria,6,20,0.6471797199999999,1
5.20919,55257,FABULA RIO SUL CM,0.008197,15,0.85,knn_enriquecido,4,18,0.16392360599999997,0
5.20919,55257,FABULA BARRA SALVADOR CM,0.019417,15,0.85,fallback_categoria,16,30,0.6471686099999999,1
5.20919,55257,FABULA HARMONIA SP CM,0.106557,15,0.85,knn_enriquecido,6,20,2.36769654,2
5.20919,55257,FABULA PLAZA SHOP CM,0.028037,15,0.85,fallback_categoria,4,18,0.5606839259999999,1
5.20919,55257,FABULA SHOP VITORIA CM,0.029126,15,0.85,fallback_categoria,11,25,0.8089746499999999,1
5.20919,55257,FABULA CENTRO CM,0.030055,15,0.85,knn_enriquecido,4,18,0.6010398899999999,1
5.20906,55252,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.20906,55252,FABULA RDB CM,0.043689,15,1.0,fallback_categoria,4,18,0.8736926219999999,1
5.20906,55252,FABULA BARRA SHOPPING,0.06612,15,1.0,knn_enriquecido,4,18,1.32226776,1
5.20906,55252,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.20906,55252,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.20906,55252,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.20906,55252,FABULA HARMONIA SP CM,0.029126,15,1.0,fallback_categoria,6,20,0.6471797199999999,1
5.20906,55252,FABULA PLAZA SHOP CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20906,55252,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.20906,55252,FABULA CENTRO CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20959,55258,FABULA SHOP LEBLON CM,0.038109,15,0.85,fallback_categoria,4,18,0.762103782,1
5.20959,55258,FABULA RDB CM,0.038835,15,0.85,fallback_categoria,4,18,0.77662233,1
5.20959,55258,FABULA BARRA SHOPPING,0.049968,15,0.85,knn_enriquecido,4,18,0.999260064,1
5.20959,55258,FABULA ELDORADO CM,0.024272,15,0.85,fallback_categoria,6,20,0.53932384,1
5.20959,55258,FABULA RIO SUL CM,0.033981,15,0.85,fallback_categoria,4,18,0.6795520379999999,1
5.20959,55258,FABULA BARRA SALVADOR CM,0.048544,15,0.85,fallback_categoria,16,30,1.6179715199999998,2
5.20959,55258,FABULA HARMONIA SP CM,0.008197,15,0.85,knn_enriquecido,6,20,0.18213733999999998,0
5.20959,55258,FABULA PLAZA SHOP CM,0.024272,15,0.85,fallback_categoria,4,18,0.48539145599999994,1
5.20959,55258,FABULA SHOP VITORIA CM,0.043689,15,0.85,fallback_categoria,11,25,1.213461975,1
5.20959,55258,FABULA CENTRO CM,0.010929,15,0.85,knn_enriquecido,4,18,0.21855814199999998,0
5.21056,10054,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.21056,10054,FABULA RDB CM,0.008197,15,1.0,knn_enriquecido,4,18,0.16392360599999997,0
5.21056,10054,FABULA BARRA SHOPPING,0.060006,15,1.0,knn_enriquecido,4,18,1.1999999879999999,1
5.21056,10054,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.21056,10054,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.21056,10054,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.21056,10054,FABULA HARMONIA SP CM,0.015689,15,1.0,knn_enriquecido,6,20,0.3486095800000001,1
5.21056,10054,FABULA PLAZA SHOP CM,0.004673,15,1.0,knn_enriquecido,4,18,0.093450654,0
5.21056,10054,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.21056,10054,FABULA CENTRO CM,0.008197,15,1.0,knn_enriquecido,4,18,0.16392360599999997,0
5.21045,10054,FABULA SHOP LEBLON CM,0.058252,15,1.0,fallback_categoria,4,18,1.164923496,1
5.21045,10054,FABULA RDB CM,0.008197,15,1.0,knn_enriquecido,4,18,0.16392360599999997,0
5.21045,10054,FABULA BARRA SHOPPING,0.060006,15,1.0,knn_enriquecido,4,18,1.1999999879999999,1
5.21045,10054,FABULA ELDORADO CM,0.033981,15,1.0,fallback_categoria,6,20,0.7550578199999999,1
5.21045,10054,FABULA RIO SUL CM,0.053398,15,1.0,fallback_categoria,4,18,1.067853204,1
5.21045,10054,FABULA BARRA SALVADOR CM,0.067961,15,1.0,fallback_categoria,16,30,2.26514013,2
5.21045,10054,FABULA HARMONIA SP CM,0.015689,15,1.0,knn_enriquecido,6,20,0.3486095800000001,1
5.21045,10054,FABULA PLAZA SHOP CM,0.004673,15,1.0,knn_enriquecido,4,18,0.093450654,0
5.21045,10054,FABULA SHOP VITORIA CM,0.048544,15,1.0,fallback_categoria,11,25,1.3483096,1
5.21045,10054,FABULA CENTRO CM,0.008197,15,1.0,knn_enriquecido,4,18,0.16392360599999997,0
5.20743,55213,FABULA SHOP LEBLON CM,0.058252,15,0.85,fallback_categoria,4,18,1.164923496,1
5.20743,55213,FABULA RDB CM,0.043689,15,0.85,fallback_categoria,4,18,0.8736926219999999,1
5.20743,55213,FABULA BARRA SHOPPING,0.036888,15,0.85,knn_enriquecido,4,18,0.7376862239999998,1
5.20743,55213,FABULA ELDORADO CM,0.033981,15,0.85,fallback_categoria,6,20,0.7550578199999999,1
5.20743,55213,FABULA RIO SUL CM,0.053398,15,0.85,fallback_categoria,4,18,1.067853204,1
5.20743,55213,FABULA BARRA SALVADOR CM,0.067961,15,0.85,fallback_categoria,16,30,2.26514013,2
5.20743,55213,FABULA HARMONIA SP CM,0.014019,15,0.85,knn_enriquecido,6,20,0.31150218,1
5.20743,55213,FABULA PLAZA SHOP CM,0.004098,15,0.85,knn_enriquecido,4,18,0.08195180399999999,0
5.20743,55213,FABULA SHOP VITORIA CM,0.048544,15,0.85,fallback_categoria,11,25,1.3483096,1
5.20743,55213,FABULA CENTRO CM,0.015206,15,0.85,knn_enriquecido,4,18,0.304089588,1
5.20738,55216,FABULA SHOP LEBLON CM,0.009346,15,1.0,knn_enriquecido,4,18,0.186901308,0
5.20738,55216,FABULA RDB CM,0.038835,15,1.0,fallback_categoria,4,18,0.77662233,1
5.20738,55216,FABULA BARRA SHOPPING,0.053881,15,1.0,knn_enriquecido,4,18,1.077512238,1
5.20738,55216,FABULA ELDORADO CM,0.024272,15,1.0,fallback_categoria,6,20,0.53932384,1
5.20738,55216,FABULA RIO SUL CM,0.033981,15,1.0,fallback_categoria,4,18,0.6795520379999999,1
5.20738,55216,FABULA BARRA SALVADOR CM,0.048544,15,1.0,fallback_categoria,16,30,1.6179715199999998,2
5.20738,55216,FABULA HARMONIA SP CM,0.00858,15,1.0,knn_enriquecido,6,20,0.19064760000000003,0
5.20738,55216,FABULA PLAZA SHOP CM,0.024272,15,1.0,fallback_categoria,4,18,0.48539145599999994,1
5.20738,55216,FABULA SHOP VITORIA CM,0.043689,15,1.0,fallback_categoria,11,25,1.213461975,1
5.20738,55216,FABULA CENTRO CM,0.010929,15,1.0,knn_enriquecido,4,18,0.21855814199999998,0
