PRODUTO,COR_PRODUTO,FILIAL,velocidade_prevista,n_similares,sim_media,metodo,LEADTIME,horizonte_dias,demanda_prevista,demanda_arredondada
5.20947,56448,FABULA SHOP LEBLON CM,0.103825,10,0.75,knn_ponderado,4,18,1.8688500000000001,2
5.20947,56448,FABULA RDB CM,0.095628,10,0.75,knn_ponderado,4,18,1.7213040000000002,2
5.20947,56448,FABULA BARRA SHOPPING,0.082787,10,0.75,knn_ponderado,4,18,1.4901659999999999,1
5.20947,56448,FABULA ELDORADO CM,0.031876,10,0.75,knn_ponderado,6,20,0.6375200000000001,1
5.20947,56448,FABULA RIO SUL CM,0.092896,10,0.75,knn_ponderado,4,18,1.672128,2
5.20947,56448,FABULA BARRA SALVADOR CM,0.071038,10,0.75,knn_ponderado,16,30,2.1311400000000003,2
5.20947,56448,FABULA HARMONIA SP CM,0.057377,10,0.75,knn_ponderado,6,20,1.14754,1
5.20947,56448,FABULA PLAZA SHOP CM,0.065574,10,0.75,knn_ponderado,4,18,1.180332,1
5.20947,56448,FABULA SHOP VITORIA CM,0.057377,10,0.75,knn_ponderado,11,25,1.4344249999999998,1
5.20947,56448,FABULA CENTRO CM,0.028689,10,0.75,knn_ponderado,4,18,0.516402,1
5.20953,55250,FABULA SHOP LEBLON CM,0.065574,10,0.55,fallback_categoria,4,18,1.180332,1
5.20953,55250,FABULA RDB CM,0.004098,10,0.55,knn_ponderado,4,18,0.073764,0
5.20953,55250,FABULA BARRA SHOPPING,0.09918,10,0.55,knn_ponderado,4,18,1.7852400000000002,2
5.20953,55250,FABULA ELDORADO CM,0.018443,10,0.55,knn_ponderado,6,20,0.36886,0
5.20953,55250,FABULA RIO SUL CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20953,55250,FABULA BARRA SALVADOR CM,0.081967,10,0.55,fallback_categoria,16,30,2.45901,2
5.20953,55250,FABULA HARMONIA SP CM,0.016393,10,0.55,knn_ponderado,6,20,0.32786000000000004,0
5.20953,55250,FABULA PLAZA SHOP CM,0.040984,10,0.55,fallback_categoria,4,18,0.737712,1
5.20953,55250,FABULA SHOP VITORIA CM,0.008197,10,0.55,knn_ponderado,11,25,0.204925,0
5.20953,55250,FABULA CENTRO CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20641,55180,FABULA SHOP LEBLON CM,0.02459,10,0.55,knn_ponderado,4,18,0.44262,0
5.20641,55180,FABULA RDB CM,0.016393,10,0.55,knn_ponderado,4,18,0.295074,0
5.20641,55180,FABULA BARRA SHOPPING,0.079508,10,0.55,knn_ponderado,4,18,1.431144,1
5.20641,55180,FABULA ELDORADO CM,0.029508,10,0.55,knn_ponderado,6,20,0.59016,1
5.20641,55180,FABULA RIO SUL CM,0.016393,10,0.55,knn_ponderado,4,18,0.295074,0
5.20641,55180,FABULA BARRA SALVADOR CM,0.032787,10,0.55,fallback_categoria,16,30,0.9836099999999999,1
5.20641,55180,FABULA HARMONIA SP CM,0.028689,10,0.55,knn_ponderado,6,20,0.57378,1
5.20641,55180,FABULA PLAZA SHOP CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20641,55180,FABULA SHOP VITORIA CM,0.02459,10,0.55,knn_ponderado,11,25,0.61475,1
5.20641,55180,FABULA CENTRO CM,0.032787,10,0.55,knn_ponderado,4,18,0.590166,1
5.20676,55181,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20676,55181,FABULA RDB CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20676,55181,FABULA BARRA SHOPPING,0.224954,10,0.75,knn_ponderado,4,18,4.0491719999999995,4
5.20676,55181,FABULA ELDORADO CM,0.081967,10,0.75,knn_ponderado,6,20,1.63934,2
5.20676,55181,FABULA RIO SUL CM,0.098361,10,0.75,fallback_categoria,4,18,1.7704980000000001,2
5.20676,55181,FABULA BARRA SALVADOR CM,0.106557,10,0.75,fallback_categoria,16,30,3.19671,3
5.20676,55181,FABULA HARMONIA SP CM,0.057377,10,0.75,fallback_categoria,6,20,1.14754,1
5.20676,55181,FABULA PLAZA SHOP CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20676,55181,FABULA SHOP VITORIA CM,0.098361,10,0.75,fallback_categoria,11,25,2.459025,2
5.20676,55181,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20686,56420,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20686,56420,FABULA RDB CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20686,56420,FABULA BARRA SHOPPING,0.224954,10,0.75,knn_ponderado,4,18,4.0491719999999995,4
5.20686,56420,FABULA ELDORADO CM,0.081967,10,0.75,knn_ponderado,6,20,1.63934,2
5.20686,56420,FABULA RIO SUL CM,0.098361,10,0.75,fallback_categoria,4,18,1.7704980000000001,2
5.20686,56420,FABULA BARRA SALVADOR CM,0.106557,10,0.75,fallback_categoria,16,30,3.19671,3
5.20686,56420,FABULA HARMONIA SP CM,0.057377,10,0.75,fallback_categoria,6,20,1.14754,1
5.20686,56420,FABULA PLAZA SHOP CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20686,56420,FABULA SHOP VITORIA CM,0.098361,10,0.75,fallback_categoria,11,25,2.459025,2
5.20686,56420,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.21075,56417,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.21075,56417,FABULA RDB CM,0.07377,10,0.75,fallback_categoria,4,18,1.32786,1
5.21075,56417,FABULA BARRA SHOPPING,0.136066,10,0.75,knn_ponderado,4,18,2.449188,2
5.21075,56417,FABULA ELDORADO CM,0.046721,10,0.75,knn_ponderado,6,20,0.93442,1
5.21075,56417,FABULA RIO SUL CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.21075,56417,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.21075,56417,FABULA HARMONIA SP CM,0.012295,10,0.75,knn_ponderado,6,20,0.2459,0
5.21075,56417,FABULA PLAZA SHOP CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.21075,56417,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.21075,56417,FABULA CENTRO CM,0.02459,10,0.75,fallback_categoria,4,18,0.44262,0
5.20643,55180,FABULA SHOP LEBLON CM,0.081967,10,0.55,fallback_categoria,4,18,1.475406,1
5.20643,55180,FABULA RDB CM,0.065574,10,0.55,fallback_categoria,4,18,1.180332,1
5.20643,55180,FABULA BARRA SHOPPING,0.094262,10,0.55,knn_ponderado,4,18,1.696716,2
5.20643,55180,FABULA ELDORADO CM,0.027869,10,0.55,knn_ponderado,6,20,0.55738,1
5.20643,55180,FABULA RIO SUL CM,0.04918,10,0.55,fallback_categoria,4,18,0.88524,1
5.20643,55180,FABULA BARRA SALVADOR CM,0.065574,10,0.55,fallback_categoria,16,30,1.9672199999999997,2
5.20643,55180,FABULA HARMONIA SP CM,0.032787,10,0.55,fallback_categoria,6,20,0.65574,1
5.20643,55180,FABULA PLAZA SHOP CM,0.040984,10,0.55,fallback_categoria,4,18,0.737712,1
5.20643,55180,FABULA SHOP VITORIA CM,0.04918,10,0.55,fallback_categoria,11,25,1.2295,1
5.20643,55180,FABULA CENTRO CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20851,56421,FABULA SHOP LEBLON CM,0.045082,10,0.55,fallback_categoria,4,18,0.811476,1
5.20851,56421,FABULA RDB CM,0.07377,10,0.55,fallback_categoria,4,18,1.32786,1
5.20851,56421,FABULA BARRA SHOPPING,0.114754,10,0.55,knn_ponderado,4,18,2.065572,2
5.20851,56421,FABULA ELDORADO CM,0.031148,10,0.55,knn_ponderado,6,20,0.62296,1
5.20851,56421,FABULA RIO SUL CM,0.065574,10,0.55,fallback_categoria,4,18,1.180332,1
5.20851,56421,FABULA BARRA SALVADOR CM,0.065574,10,0.55,fallback_categoria,16,30,1.9672199999999997,2
5.20851,56421,FABULA HARMONIA SP CM,0.040984,10,0.55,knn_ponderado,6,20,0.81968,1
5.20851,56421,FABULA PLAZA SHOP CM,0.057377,10,0.55,fallback_categoria,4,18,1.032786,1
5.20851,56421,FABULA SHOP VITORIA CM,0.008197,10,0.55,knn_ponderado,11,25,0.204925,0
5.20851,56421,FABULA CENTRO CM,0.02459,10,0.55,knn_ponderado,4,18,0.44262,0
5.20862,24,FABULA SHOP LEBLON CM,0.098361,10,0.75,fallback_categoria,4,18,1.7704980000000001,2
5.20862,24,FABULA RDB CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20862,24,FABULA BARRA SHOPPING,0.079508,10,0.75,knn_ponderado,4,18,1.431144,1
5.20862,24,FABULA ELDORADO CM,0.029508,10,0.75,knn_ponderado,6,20,0.59016,1
5.20862,24,FABULA RIO SUL CM,0.090164,10,0.75,fallback_categoria,4,18,1.622952,2
5.20862,24,FABULA BARRA SALVADOR CM,0.114754,10,0.75,fallback_categoria,16,30,3.44262,3
5.20862,24,FABULA HARMONIA SP CM,0.010929,10,0.75,knn_ponderado,6,20,0.21858,0
5.20862,24,FABULA PLAZA SHOP CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.20862,24,FABULA SHOP VITORIA CM,0.081967,10,0.75,fallback_categoria,11,25,2.049175,2
5.20862,24,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.21163,55181,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.21163,55181,FABULA RDB CM,0.07377,10,0.75,fallback_categoria,4,18,1.32786,1
5.21163,55181,FABULA BARRA SHOPPING,0.136066,10,0.75,knn_ponderado,4,18,2.449188,2
5.21163,55181,FABULA ELDORADO CM,0.046721,10,0.75,knn_ponderado,6,20,0.93442,1
5.21163,55181,FABULA RIO SUL CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.21163,55181,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.21163,55181,FABULA HARMONIA SP CM,0.012295,10,0.75,knn_ponderado,6,20,0.2459,0
5.21163,55181,FABULA PLAZA SHOP CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.21163,55181,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.21163,55181,FABULA CENTRO CM,0.02459,10,0.75,fallback_categoria,4,18,0.44262,0
5.21194,55181,FABULA SHOP LEBLON CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.21194,55181,FABULA RDB CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.21194,55181,FABULA BARRA SHOPPING,0.080328,10,0.75,knn_ponderado,4,18,1.4459039999999999,1
5.21194,55181,FABULA ELDORADO CM,0.017623,10,0.75,knn_ponderado,6,20,0.35246,0
5.21194,55181,FABULA RIO SUL CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.21194,55181,FABULA BARRA SALVADOR CM,0.081967,10,0.75,fallback_categoria,16,30,2.45901,2
5.21194,55181,FABULA HARMONIA SP CM,0.008197,10,0.75,knn_ponderado,6,20,0.16393999999999997,0
5.21194,55181,FABULA PLAZA SHOP CM,0.040984,10,0.75,fallback_categoria,4,18,0.737712,1
5.21194,55181,FABULA SHOP VITORIA CM,0.07377,10,0.75,fallback_categoria,11,25,1.8442500000000002,2
5.21194,55181,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.21199,56433,FABULA SHOP LEBLON CM,0.02459,10,0.75,knn_ponderado,4,18,0.44262,0
5.21199,56433,FABULA RDB CM,0.045082,10,0.75,knn_ponderado,4,18,0.811476,1
5.21199,56433,FABULA BARRA SHOPPING,0.042623,10,0.75,knn_ponderado,4,18,0.7672140000000001,1
5.21199,56433,FABULA ELDORADO CM,0.020492,10,0.75,knn_ponderado,6,20,0.40984,0
5.21199,56433,FABULA RIO SUL CM,0.040984,10,0.75,knn_ponderado,4,18,0.737712,1
5.21199,56433,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.21199,56433,FABULA HARMONIA SP CM,0.008197,10,0.75,knn_ponderado,6,20,0.16393999999999997,0
5.21199,56433,FABULA PLAZA SHOP CM,0.053279,10,0.75,knn_ponderado,4,18,0.959022,1
5.21199,56433,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.21199,56433,FABULA CENTRO CM,0.028689,10,0.75,fallback_categoria,4,18,0.516402,1
5.21233,13,FABULA SHOP LEBLON CM,0.020492,10,0.75,knn_ponderado,4,18,0.368856,0
5.21233,13,FABULA RDB CM,0.065574,10,0.75,knn_ponderado,4,18,1.180332,1
5.21233,13,FABULA BARRA SHOPPING,0.079508,10,0.75,knn_ponderado,4,18,1.431144,1
5.21233,13,FABULA ELDORADO CM,0.020492,10,0.75,knn_ponderado,6,20,0.40984,0
5.21233,13,FABULA RIO SUL CM,0.016393,10,0.75,knn_ponderado,4,18,0.295074,0
5.21233,13,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.21233,13,FABULA HARMONIA SP CM,0.040984,10,0.75,knn_ponderado,6,20,0.81968,1
5.21233,13,FABULA PLAZA SHOP CM,0.045082,10,0.75,knn_ponderado,4,18,0.811476,1
5.21233,13,FABULA SHOP VITORIA CM,0.016393,10,0.75,knn_ponderado,11,25,0.40982500000000005,0
5.21233,13,FABULA CENTRO CM,0.018443,10,0.75,knn_ponderado,4,18,0.331974,0
5.20841,56421,FABULA SHOP LEBLON CM,0.081967,10,0.55,fallback_categoria,4,18,1.475406,1
5.20841,56421,FABULA RDB CM,0.065574,10,0.55,fallback_categoria,4,18,1.180332,1
5.20841,56421,FABULA BARRA SHOPPING,0.094262,10,0.55,knn_ponderado,4,18,1.696716,2
5.20841,56421,FABULA ELDORADO CM,0.027869,10,0.55,knn_ponderado,6,20,0.55738,1
5.20841,56421,FABULA RIO SUL CM,0.04918,10,0.55,fallback_categoria,4,18,0.88524,1
5.20841,56421,FABULA BARRA SALVADOR CM,0.065574,10,0.55,fallback_categoria,16,30,1.9672199999999997,2
5.20841,56421,FABULA HARMONIA SP CM,0.032787,10,0.55,fallback_categoria,6,20,0.65574,1
5.20841,56421,FABULA PLAZA SHOP CM,0.040984,10,0.55,fallback_categoria,4,18,0.737712,1
5.20841,56421,FABULA SHOP VITORIA CM,0.04918,10,0.55,fallback_categoria,11,25,1.2295,1
5.20841,56421,FABULA CENTRO CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20592,55171,FABULA SHOP LEBLON CM,0.090164,10,0.75,fallback_categoria,4,18,1.622952,2
5.20592,55171,FABULA RDB CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.20592,55171,FABULA BARRA SHOPPING,0.059016,10,0.75,knn_ponderado,4,18,1.062288,1
5.20592,55171,FABULA ELDORADO CM,0.022951,10,0.75,knn_ponderado,6,20,0.45902,0
5.20592,55171,FABULA RIO SUL CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.20592,55171,FABULA BARRA SALVADOR CM,0.032787,10,0.75,fallback_categoria,16,30,0.9836099999999999,1
5.20592,55171,FABULA HARMONIA SP CM,0.016393,10,0.75,knn_ponderado,6,20,0.32786000000000004,0
5.20592,55171,FABULA PLAZA SHOP CM,0.04918,10,0.75,fallback_categoria,4,18,0.88524,1
5.20592,55171,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.20592,55171,FABULA CENTRO CM,0.043716,10,0.75,knn_ponderado,4,18,0.7868879999999999,1
5.20596,55171,FABULA SHOP LEBLON CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20596,55171,FABULA RDB CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.20596,55171,FABULA BARRA SHOPPING,0.081056,10,0.75,knn_ponderado,4,18,1.459008,1
5.20596,55171,FABULA ELDORADO CM,0.019672,10,0.75,knn_ponderado,6,20,0.39343999999999996,0
5.20596,55171,FABULA RIO SUL CM,0.04918,10,0.75,fallback_categoria,4,18,0.88524,1
5.20596,55171,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.20596,55171,FABULA HARMONIA SP CM,0.008197,10,0.75,knn_ponderado,6,20,0.16393999999999997,0
5.20596,55171,FABULA PLAZA SHOP CM,0.040984,10,0.75,fallback_categoria,4,18,0.737712,1
5.20596,55171,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.20596,55171,FABULA CENTRO CM,0.016393,10,0.75,fallback_categoria,4,18,0.295074,0
5.20603,24,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20603,24,FABULA RDB CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20603,24,FABULA BARRA SHOPPING,0.090984,10,0.75,knn_ponderado,4,18,1.6377119999999998,2
5.20603,24,FABULA ELDORADO CM,0.031557,10,0.75,knn_ponderado,6,20,0.63114,1
5.20603,24,FABULA RIO SUL CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20603,24,FABULA BARRA SALVADOR CM,0.106557,10,0.75,fallback_categoria,16,30,3.19671,3
5.20603,24,FABULA HARMONIA SP CM,0.032787,10,0.75,knn_ponderado,6,20,0.65574,1
5.20603,24,FABULA PLAZA SHOP CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20603,24,FABULA SHOP VITORIA CM,0.098361,10,0.75,fallback_categoria,11,25,2.459025,2
5.20603,24,FABULA CENTRO CM,0.098361,10,0.75,knn_ponderado,4,18,1.7704980000000001,2
5.20645,55166,FABULA SHOP LEBLON CM,0.065574,10,0.55,fallback_categoria,4,18,1.180332,1
5.20645,55166,FABULA RDB CM,0.004098,10,0.55,knn_ponderado,4,18,0.073764,0
5.20645,55166,FABULA BARRA SHOPPING,0.09918,10,0.55,knn_ponderado,4,18,1.7852400000000002,2
5.20645,55166,FABULA ELDORADO CM,0.018443,10,0.55,knn_ponderado,6,20,0.36886,0
5.20645,55166,FABULA RIO SUL CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20645,55166,FABULA BARRA SALVADOR CM,0.081967,10,0.55,fallback_categoria,16,30,2.45901,2
5.20645,55166,FABULA HARMONIA SP CM,0.016393,10,0.55,knn_ponderado,6,20,0.32786000000000004,0
5.20645,55166,FABULA PLAZA SHOP CM,0.040984,10,0.55,fallback_categoria,4,18,0.737712,1
5.20645,55166,FABULA SHOP VITORIA CM,0.008197,10,0.55,knn_ponderado,11,25,0.204925,0
5.20645,55166,FABULA CENTRO CM,0.008197,10,0.55,knn_ponderado,4,18,0.14754599999999998,0
5.20649,55166,FABULA SHOP LEBLON CM,0.045082,10,0.75,fallback_categoria,4,18,0.811476,1
5.20649,55166,FABULA RDB CM,0.07377,10,0.75,fallback_categoria,4,18,1.32786,1
5.20649,55166,FABULA BARRA SHOPPING,0.148361,10,0.75,knn_ponderado,4,18,2.670498,3
5.20649,55166,FABULA ELDORADO CM,0.030328,10,0.75,knn_ponderado,6,20,0.60656,1
5.20649,55166,FABULA RIO SUL CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.20649,55166,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.20649,55166,FABULA HARMONIA SP CM,0.040984,10,0.75,knn_ponderado,6,20,0.81968,1
5.20649,55166,FABULA PLAZA SHOP CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.20649,55166,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.20649,55166,FABULA CENTRO CM,0.02459,10,0.75,fallback_categoria,4,18,0.44262,0
5.20652,24,FABULA SHOP LEBLON CM,0.094262,10,0.75,knn_ponderado,4,18,1.696716,2
5.20652,24,FABULA RDB CM,0.02459,10,0.75,knn_ponderado,4,18,0.44262,0
5.20652,24,FABULA BARRA SHOPPING,0.054098,10,0.75,knn_ponderado,4,18,0.973764,1
5.20652,24,FABULA ELDORADO CM,0.020036,10,0.75,knn_ponderado,6,20,0.40072,0
5.20652,24,FABULA RIO SUL CM,0.081967,10,0.75,knn_ponderado,4,18,1.475406,1
5.20652,24,FABULA BARRA SALVADOR CM,0.098361,10,0.75,knn_ponderado,16,30,2.9508300000000003,3
5.20652,24,FABULA HARMONIA SP CM,0.122951,10,0.75,knn_ponderado,6,20,2.45902,2
5.20652,24,FABULA PLAZA SHOP CM,0.016393,10,0.75,knn_ponderado,4,18,0.295074,0
5.20652,24,FABULA SHOP VITORIA CM,0.02459,10,0.75,knn_ponderado,11,25,0.61475,1
5.20652,24,FABULA CENTRO CM,0.040984,10,0.75,knn_ponderado,4,18,0.737712,1
5.20653,56418,FABULA SHOP LEBLON CM,0.094262,10,0.75,knn_ponderado,4,18,1.696716,2
5.20653,56418,FABULA RDB CM,0.02459,10,0.75,knn_ponderado,4,18,0.44262,0
5.20653,56418,FABULA BARRA SHOPPING,0.054098,10,0.75,knn_ponderado,4,18,0.973764,1
5.20653,56418,FABULA ELDORADO CM,0.020036,10,0.75,knn_ponderado,6,20,0.40072,0
5.20653,56418,FABULA RIO SUL CM,0.081967,10,0.75,knn_ponderado,4,18,1.475406,1
5.20653,56418,FABULA BARRA SALVADOR CM,0.098361,10,0.75,knn_ponderado,16,30,2.9508300000000003,3
5.20653,56418,FABULA HARMONIA SP CM,0.122951,10,0.75,knn_ponderado,6,20,2.45902,2
5.20653,56418,FABULA PLAZA SHOP CM,0.016393,10,0.75,knn_ponderado,4,18,0.295074,0
5.20653,56418,FABULA SHOP VITORIA CM,0.02459,10,0.75,knn_ponderado,11,25,0.61475,1
5.20653,56418,FABULA CENTRO CM,0.040984,10,0.75,knn_ponderado,4,18,0.737712,1
5.20658,55165,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20658,55165,FABULA RDB CM,0.04918,10,0.75,fallback_categoria,4,18,0.88524,1
5.20658,55165,FABULA BARRA SHOPPING,0.069672,10,0.75,knn_ponderado,4,18,1.2540959999999999,1
5.20658,55165,FABULA ELDORADO CM,0.036066,10,0.75,knn_ponderado,6,20,0.72132,1
5.20658,55165,FABULA RIO SUL CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20658,55165,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.20658,55165,FABULA HARMONIA SP CM,0.040984,10,0.75,fallback_categoria,6,20,0.81968,1
5.20658,55165,FABULA PLAZA SHOP CM,0.040984,10,0.75,fallback_categoria,4,18,0.737712,1
5.20658,55165,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.20658,55165,FABULA CENTRO CM,0.028689,10,0.75,fallback_categoria,4,18,0.516402,1
5.20682,55167,FABULA SHOP LEBLON CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20682,55167,FABULA RDB CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20682,55167,FABULA BARRA SHOPPING,0.224954,10,0.75,knn_ponderado,4,18,4.0491719999999995,4
5.20682,55167,FABULA ELDORADO CM,0.081967,10,0.75,knn_ponderado,6,20,1.63934,2
5.20682,55167,FABULA RIO SUL CM,0.098361,10,0.75,fallback_categoria,4,18,1.7704980000000001,2
5.20682,55167,FABULA BARRA SALVADOR CM,0.106557,10,0.75,fallback_categoria,16,30,3.19671,3
5.20682,55167,FABULA HARMONIA SP CM,0.057377,10,0.75,fallback_categoria,6,20,1.14754,1
5.20682,55167,FABULA PLAZA SHOP CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20682,55167,FABULA SHOP VITORIA CM,0.098361,10,0.75,fallback_categoria,11,25,2.459025,2
5.20682,55167,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.20805,56423,FABULA SHOP LEBLON CM,0.081967,10,0.75,fallback_categoria,4,18,1.475406,1
5.20805,56423,FABULA RDB CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.20805,56423,FABULA BARRA SHOPPING,0.081056,10,0.75,knn_ponderado,4,18,1.459008,1
5.20805,56423,FABULA ELDORADO CM,0.019672,10,0.75,knn_ponderado,6,20,0.39343999999999996,0
5.20805,56423,FABULA RIO SUL CM,0.04918,10,0.75,fallback_categoria,4,18,0.88524,1
5.20805,56423,FABULA BARRA SALVADOR CM,0.065574,10,0.75,fallback_categoria,16,30,1.9672199999999997,2
5.20805,56423,FABULA HARMONIA SP CM,0.008197,10,0.75,knn_ponderado,6,20,0.16393999999999997,0
5.20805,56423,FABULA PLAZA SHOP CM,0.040984,10,0.75,fallback_categoria,4,18,0.737712,1
5.20805,56423,FABULA SHOP VITORIA CM,0.04918,10,0.75,fallback_categoria,11,25,1.2295,1
5.20805,56423,FABULA CENTRO CM,0.016393,10,0.75,fallback_categoria,4,18,0.295074,0
5.20807,55165,FABULA SHOP LEBLON CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.20807,55165,FABULA RDB CM,0.065574,10,0.75,fallback_categoria,4,18,1.180332,1
5.20807,55165,FABULA BARRA SHOPPING,0.080328,10,0.75,knn_ponderado,4,18,1.4459039999999999,1
5.20807,55165,FABULA ELDORADO CM,0.017623,10,0.75,knn_ponderado,6,20,0.35246,0
5.20807,55165,FABULA RIO SUL CM,0.057377,10,0.75,fallback_categoria,4,18,1.032786,1
5.20807,55165,FABULA BARRA SALVADOR CM,0.081967,10,0.75,fallback_categoria,16,30,2.45901,2
5.20807,55165,FABULA HARMONIA SP CM,0.008197,10,0.75,knn_ponderado,6,20,0.16393999999999997,0
5.20807,55165,FABULA PLAZA SHOP CM,0.040984,10,0.75,fallback_categoria,4,18,0.737712,1
5.20807,55165,FABULA SHOP VITORIA CM,0.07377,10,0.75,fallback_categoria,11,25,1.8442500000000002,2
5.20807,55165,FABULA CENTRO CM,0.008197,10,0.75,knn_ponderado,4,18,0.14754599999999998,0
5.2081,55165,FABULA SHOP LEBLON CM,0.07377049180327869,0,0.0,fallback_sem_attrs,4,18,1.3278688524590163,1
5.2081,55165,FABULA RDB CM,0.06557377049180328,0,0.0,fallback_sem_attrs,4,18,1.180327868852459,1
5.2081,55165,FABULA BARRA SHOPPING,0.07377049180327869,0,0.0,fallback_sem_attrs,4,18,1.3278688524590163,1
5.2081,55165,FABULA ELDORADO CM,0.03278688524590164,0,0.0,fallback_sem_attrs,6,20,0.6557377049180328,1
5.2081,55165,FABULA RIO SUL CM,0.06557377049180328,0,0.0,fallback_sem_attrs,4,18,1.180327868852459,1
5.2081,55165,FABULA BARRA SALVADOR CM,0.06557377049180328,0,0.0,fallback_sem_attrs,16,30,1.9672131147540985,2
5.2081,55165,FABULA HARMONIA SP CM,0.040983606557377046,0,0.0,fallback_sem_attrs,6,20,0.8196721311475409,1
5.2081,55165,FABULA PLAZA SHOP CM,0.04918032786885246,0,0.0,fallback_sem_attrs,4,18,0.8852459016393442,1
5.2081,55165,FABULA SHOP VITORIA CM,0.05737704918032787,0,0.0,fallback_sem_attrs,11,25,1.4344262295081966,1
